event_pk,date,survey,site_id,acidity,alkh,ph,s,so4,mg,zn,na,al,ca,cl,fe,b,f,k,si,cu,sr,acidity_flag,alkh_flag,ph_flag,s_flag,so4_flag,mg_flag,zn_flag,na_flag,al_flag,ca_flag,cl_flag,fe_flag,b_flag,f_flag,k_flag,si_flag,cu_flag,sr_flag,row_flag,quality_level
376799,2018-04-06,FGS_B,HYACINTHE HYAC1,NA,7.81,NA,565.0907,1975,913.861,658.902,3273.34,285.432,9715.381,3114,53.983,7.55,NA,112.396,1741.183,2.128,8.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377536,2018-04-10,FGS_R,819 OUTLET,NA,-0.79,NA,116.186,NA,256.321,8.201,1944.377,248.663,584.341,NA,308.632,6.419,NA,155.164,853.836,NA,3.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377537,2018-04-10,FGS_R,703 OUTLET,NA,1.155,NA,108.2921,NA,169.618,1.836,1170.574,125.683,372.523,NA,93.014,7.02,NA,144.27,595.103,NA,2.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377538,2018-04-10,FGS_R,708 OUTLET,NA,-0.01,NA,103.8074,NA,235.033,8.782,1415.054,165.641,588.409,NA,135.746,4.738,NA,149.024,531.875,NA,3.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377598,2018-04-11,FGS_R,20642 OUTLET,NA,-0.22,NA,NA,NA,173.573,2.955,894.952,235.619,365.452,NA,312.422,4.546,NA,119.638,627.481,NA,2.462,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377596,2018-04-11,FGS_R,20741 OUTLET,NA,1.94,NA,216.28323705,NA,157.072,2.841,695.057,136.701,744.035,NA,44.54,2.709,NA,173.462,795.226,1.039,3.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377599,2018-04-11,FGS_R,20718 OUTLET,NA,6.02,NA,158.6581,NA,293.519,4.299,895.086,134.181,2361.094,NA,101.198,3.022,NA,240.348,895.506,0.552,5.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377601,2018-04-11,FGS_R,20720 OUTLET,NA,1.28,NA,120.9269,NA,161.079,2.456,712.173,149.068,668.469,NA,84.677,6.618,NA,136.355,591.87,NA,2.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377607,2018-04-11,FGS_R,20623 OUTLET,NA,-2.53,NA,NA,NA,265.421,4.149,1601.793,296.292,511.167,NA,210.974,3.595,NA,159.911,722.139,NA,4.164,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377597,2018-04-11,FGS_R,20643 OUTLET,NA,-0.49,NA,NA,NA,219.324,6.357,1019.693,294.22,458.086,NA,220.285,2.884,NA,151.701,727.136,0.673,3.163,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377606,2018-04-11,FGS_R,20612 OUTLET,NA,-0.455,NA,133.3662,NA,228.938,5.897,1578.219,224.532,381.149,NA,222.408,6.473,NA,152.182,483.576,0.979,3.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377603,2018-04-11,FGS_R,20940 OUTLET,NA,0.64,NA,NA,NA,138.901,2.445,780.215,166.838,353.291,NA,69.66,4.091,NA,124.531,412.68,0.682,2.16,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377602,2018-04-11,FGS_R,20938 OUTLET,NA,0.525,NA,113.233,NA,205.778,2.435,889.456,237.444,727.211,NA,235.01,2.771,NA,204.588,755.579,0.702,4.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377600,2018-04-11,FGS_R,20754 OUTLET,NA,1.9,NA,NA,NA,119.27,3.091,615.581,167.68,757.152,NA,101.007,3.462,NA,166.56,822.238,4.403,4.589,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377595,2018-04-11,FGS_R,20747 OUTLET,NA,1.845,NA,NA,NA,123.478,2.235,522.534,139.716,803.405,NA,64.733,2.351,NA,142.532,749.71,0.819,3.969,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377604,2018-04-11,FGS_R,20615 OUTLET,NA,-0.935,NA,NA,NA,255.108,2.692,2201.552,288.642,418.728,NA,398.982,8.438,NA,155.333,1487.417,1.521,3.527,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377605,2018-04-11,FGS_R,20727 OUTLET,NA,1.085,NA,NA,NA,127.129,3.911,585.89,150.584,692.828,NA,81.253,4.833,NA,125.926,490.723,1.088,2.49,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377587,2018-04-12,FGS_R,20947 OUTLET,NA,0.015,NA,122.3742,NA,261.259,63.589,861.913,240.979,2430.989,NA,198.308,3.706,NA,153.73,646.823,0.932,3.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377586,2018-04-12,FGS_R,26812 OUTLET,NA,0.46,NA,155.4131,NA,363.814,39.351,1618.457,305.958,1808.959,NA,285.902,4.241,NA,307.751,930.922,NA,6.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
377589,2018-04-12,FGS_R,20954 OUTLET,NA,0.805,NA,235.0584,NA,358.708,20.184,1514.281,253.348,1607.33,NA,246.735,4.576,NA,226.226,903.932,0.885,3.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377588,2018-04-12,FGS_R,20952 OUTLET,NA,1.265,NA,228.9387,NA,414.9,59.429,2742.557,227.575,2708.383,NA,239.222,4.781,NA,317.089,1560.84,0.864,6.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377590,2018-04-14,FGS_Y,KOEYE KR01,NA,0.71,NA,138.6064,1129,287.9,42.846,1064.86,174.373,2185.766,1727,137.908,3.526,NA,215.868,679.639,0.577,4.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377987,2018-04-16,FGS_R,WANNOCK WR01,NA,12.94,NA,898.5645,3270,511.899,NA,892.005,55.763,4654.765,583,33.988,6.738,NA,753.554,1504.928,0.925,17.633,NA,SVC,NA,SVC,SVC,SVC,BDL,SVC,SVC,SVC,SVC,SVC,SVC,NA,SVC,SVC,SVC,SVC,Results,Technicianm
408159,2018-04-16,FGS_R,WANNOCK WR03,NA,12.83,NA,896.4785,3443,589.459,1.543,979.73,42.071,4907.934,522,25.849,4.843,NA,794.029,1756.268,1.2,18.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
377986,2018-04-16,FGS_R,20771K OUTLET,NA,12.92,NA,605.632,2657,431.041,5.461,1137.659,57.756,4847.655,1233,101.04,4.222,NA,777.739,1490.76,1.108,11.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379232,2018-04-23,FGS,626 OUTLET,NA,-0.165,NA,156.623,1297,314.868,8.926,2466.357,116.4,412.28,4472,189.83,6.827,NA,274.739,444.232,0.768,4.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
379233,2018-04-23,FGS,693 OUTLET,NA,-0.15,NA,121.2871,982,208.104,8.186,1482.755,137.573,369.44,2282,84.273,5.159,NA,159.74,392.119,0.76,2.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
379234,2018-04-23,FGS,703 OUTLET,NA,0.885,NA,92.8891,1064,236.96,7.819,1647.183,132.23,528.438,2638,103.948,4.434,NA,188.506,832.626,1.479,3.234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
379235,2018-04-23,FGS,708 OUTLET,NA,0.44,NA,91.3878,1236,270.694,6.942,1860.623,167.67,453.085,4009,123.936,4.072,NA,187.475,517.316,1.024,3.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
379236,2018-04-23,FGS,819 OUTLET,NA,-0.03,NA,92.1626,787,335.251,6.992,2290.015,252.861,508.157,3288,266.322,4.173,NA,171.276,858.698,0.816,3.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
379237,2018-04-23,FGS,844 OUTLET,NA,-0.58,NA,74.0585,1129,320.151,6.733,2147.971,269.468,512.318,4236,198.817,3.808,NA,175.511,859.977,1.008,3.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
379238,2018-04-23,FGS,1015 OUTLET,NA,-0.68,NA,99.9885,1071,390.305,5.189,2502.436,267.32,711.97,3758,161.482,3.931,NA,216.183,891.82,0.865,4.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
420087,2018-04-26,FGS_R,WANNOCK WR01,NA,12.045,NA,959.5425,3520,541.271,5.379,1276.011,52.397,4730,2052,37.32,3.178,NA,787.288,1608.24,1.211,18.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379381,2018-04-30,FGS_B,TEAQUAHAN TEAQ2,NA,5.525,NA,314.3973,NA,239.261,637.001,897.201,248.565,8764.823,NA,44.813,7.948,NA,583.765,1676.52,2.39,8.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379385,2018-04-30,FGS_B,HOMATHKO HOMA3,NA,17.465,NA,1927.2204,5985,778.867,609.654,1438.274,286.224,13046.059,672,102.328,8.215,NA,1125.074,2066.229,3.015,58.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379384,2018-04-30,FGS_B,SOUTHGATE SGTE3,NA,11.265,NA,1739.2874,NA,428.178,634.322,1297.49,307.715,11307.4,NA,110.056,4.767,NA,1124.866,1971.967,3.072,24.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379383,2018-04-30,FGS_B,CAMPCREEK WATERINTAKE,NA,3.515,NA,227.2152,NA,204.523,629.079,634.765,240.448,7327.213,NA,38.489,3.583,NA,547.327,1238.903,2.511,7.574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379382,2018-04-30,FGS_B,HOMATHKO HOMA1,NA,17.135,NA,1939.4009,5891,806.401,603.289,1572.198,307.92,12894.397,799,153.823,6.828,NA,1116.852,2086.997,2.915,57.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379675,2018-05-02,FGS_B,HYACINTHE HYAC1,NA,14.385,NA,407.48630000000003,NA,1200.192,82.944,3599.273,73.009,4791.998,NA,40.769,11.793,NA,188.769,2037.902,0.758,11.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379674,2018-05-02,FGS_B,4829 OUTLET,NA,37.675,NA,2054.8579,NA,535.071,83.637,577.66,58.182,16877.137,NA,35.953,2.921,NA,1074.829,1286.024,0.795,43.752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379667,2018-05-02,FGS_B,4914 OUTLET,NA,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MV,NA,MV,MV,MV,MV,MV,NA,MV,MV,NA,MV,MV,MV,MV,Results,Technicianm
379669,2018-05-02,FGS_B,MELLERSH MELR1,NA,2.89,NA,424.6325,NA,187.444,89.21,423.358,113.439,2144.049,NA,62.984,2.86,NA,457.356,1243.118,0.539,7.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379666,2018-05-02,FGS_B,4848 OUTLET,NA,7.625,NA,343.7122,NA,164.681,84.342,309.897,89.311,4103.587,NA,15.445,2.735,NA,550.452,867.056,1.397,5.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379671,2018-05-02,FGS_B,4805 OUTLET,NA,5.86,NA,334.0258,NA,320.999,80.482,556.352,120.446,2829.2,NA,19.751,2.05,NA,513.746,1643.593,0.679,8.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379673,2018-05-02,FGS_B,4809 OUTLET,NA,1.79,NA,127.4181,NA,244.663,85.319,999.255,176.525,1542.498,NA,44.735,2.033,NA,222.918,1166.258,1.673,5.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379672,2018-05-02,FGS_B,PARADISE PDSE1,NA,1.875,NA,228.6724,NA,147.19,113.065,311.208,157.894,1939.522,NA,64.095,5.583,NA,251.25,828.414,0.526,5.358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379670,2018-05-02,FGS_B,4968 OUTLET,NA,0.935,NA,134.0523,NA,183.653,84.123,521.904,239.738,1347.146,NA,32.212,4.124,NA,241.876,948.225,0.808,4.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
379668,2018-05-02,FGS_B,4889 OUTLET,NA,5.595,NA,267.2106,NA,173.052,80.712,310.934,91.636,2770.759,NA,12.363,3.781,NA,623.317,828.55,0.821,4.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380267,2018-05-03,FGS_B,9257 OUTLET,NA,17.12,NA,793.6477,NA,794.346,89.064,2520.032,88.535,5920.879,NA,109.72,6.522,NA,521.247,3016.032,NA,20.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
380270,2018-05-03,FGS_B,8405 OUTLET,NA,15.195,NA,400.7867,NA,480.631,98.003,2066.941,72.317,6632.438,NA,29.15,8.462,NA,216.392,1393.659,0.571,28.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380265,2018-05-03,FGS_B,5005 OUTLET,NA,1.39,NA,99.4442,NA,169.246,88.237,546.138,211.763,1473.055,NA,67.432,11.205,NA,143.27,769.313,1.641,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380264,2018-05-03,FGS_B,4767 OUTLET,NA,5.235,NA,112.2586,NA,147.29,88.478,391.656,115.521,3234.841,NA,13.009,3.361,NA,104.817,1011.441,0.583,7.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380268,2018-05-03,FGS_B,8395 OUTLET,NA,6.915,NA,395.5265,NA,456.76,87.077,1718.195,61.331,2763.767,NA,37.232,4.265,NA,186.527,1602.678,NA,10.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
380266,2018-05-03,FGS_B,4745 OUTLET,NA,1.19,NA,143.672,NA,120.937,87.061,385.598,268.743,1393.424,NA,39.328,3.091,NA,121.851,830.53,0.99,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380269,2018-05-03,FGS_B,9265 OUTLET,NA,12.415,NA,165.0362,NA,494.848,83.498,1629.415,123.104,4622.343,NA,105.183,3.933,NA,184.887,1352.736,0.522,16.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
380271,2018-05-03,FGS_B,9572 OUTLET,NA,2.97,NA,144.55,NA,238.065,93.129,866.474,199.705,2074.597,NA,51.212,3.107,NA,116.208,1202.146,NA,6.779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
387761,2018-05-15,FGS_R,703 OUTLET,NA,1.645,NA,140.722,NA,195.335,2.778,1497.363,93.061,459.464,NA,101.503,2.84,NA,140.12,683.141,0.657,2.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
387762,2018-05-15,FGS_R,708 OUTLET,NA,NA,NA,206.685,NA,258.61,6.332,1940.668,182.208,557.45,NA,162.031,3.693,NA,113.013,365.461,NA,3.1,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
387763,2018-05-15,FGS_R,819 OUTLET,NA,NA,NA,173.45,NA,339.518,11.551,3150.359,247.515,674.858,NA,293.481,5.754,NA,210.207,1296.379,0.73,3.608,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
387764,2018-05-15,FGS_Y,KOEYE KR01,NA,1.86,NA,163.876,1212,195.293,5.835,924.077,115.979,954.714,1341,117.192,3.444,NA,151.065,736.605,0.579,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388062,2018-05-16,FGS_R,20938 OUTLET,NA,NA,NA,245.332,NA,227.031,2.263,1120.69,230.226,948.787,NA,257.102,2.258,NA,177.324,619.4,0.586,4.327,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388038,2018-05-16,FGS_R,20720 OUTLET,NA,1.315,NA,NA,NA,118.224,7.878,571.179,85.911,622.593,NA,63.141,2.173,NA,73.504,345.15,NA,1.794,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388033,2018-05-16,FGS_R,26812 OUTLET,NA,0.875,NA,202.966,NA,315.745,2.633,1763.34,249.864,598.447,NA,189.145,6.21,NA,257.577,684.45,NA,5.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388039,2018-05-16,FGS_R,20718 OUTLET,NA,5.005,NA,155.998,NA,217.692,1.975,706.434,89,1962.649,NA,106.295,3.98,NA,148.538,621.466,NA,3.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388031,2018-05-16,FGS_R,20952 OUTLET,NA,2.54,NA,328.741,NA,393.912,2.218,2442.434,219.357,1067.229,NA,389.826,4.03,NA,225.099,2419.411,0.78,6.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388037,2018-05-16,FGS_R,20726 OUTLET,NA,2.175,NA,240.924,NA,245.889,2.772,1392.854,257.939,1115.741,NA,322.868,3.824,NA,203.495,1361.563,NA,3.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388034,2018-05-16,FGS_R,20940 OUTLET,NA,0.865,NA,112.193,NA,115.582,2.293,819.815,92.937,387.813,NA,43.114,2.252,NA,74.461,429.606,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388032,2018-05-16,FGS_R,20947 OUTLET,NA,NA,NA,232.318,NA,174.471,1.823,1139.807,200.877,414.292,NA,159.352,2.74,NA,126.293,1242.87,1.185,1.573,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388030,2018-05-16,FGS_R,20954 OUTLET,NA,1.29,NA,242.689,NA,320.684,1.998,1589.405,217.704,985.261,NA,112.623,3.404,NA,177.337,726.877,0.67,3.171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388035,2018-05-16,FGS_R,20727 OUTLET,NA,1.66,NA,NA,NA,104.632,2.31,585.571,101.477,910.819,NA,33.211,2.631,NA,85.979,591.525,NA,2.04,NA,NA,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388027,2018-05-17,FGS_R,20747 OUTLET,NA,1.89,NA,166.162,NA,91.895,2.298,463.661,66.959,718.881,NA,23.586,1.018,NA,78.814,482.882,NA,2.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388023,2018-05-17,FGS_R,20623 OUTLET,NA,1.31,NA,305.845,NA,315.676,3.796,2178.862,282.534,670.615,NA,310.201,3.744,NA,145.516,490.086,NA,4.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
388028,2018-05-17,FGS_R,20722 OUTLET,NA,3.255,NA,213.069,NA,164.753,3.099,579.065,101.424,1230.275,NA,66.608,NA,NA,145.195,581.29,0.956,3.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,NA,NA,NA,NA,Results,Technicianm
388021,2018-05-17,FGS_R,20612 OUTLET,NA,0.715,NA,282.311,NA,286.828,4.577,3167.05,326.687,608.195,NA,707.465,5.167,NA,127.071,2410.039,0.882,3.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388026,2018-05-17,FGS_R,20771C OUTLET,NA,5.2,NA,457.752,NA,158.413,2.269,441.428,36.854,1980.922,NA,26.722,5.977,NA,404.889,590.163,0.587,5.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388022,2018-05-17,FGS_R,20613 OUTLET,NA,10.495,NA,306.675,NA,741.034,1.672,3469.106,127.451,2763.949,NA,463.129,7.726,NA,361.325,3235.55,0.708,11.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388025,2018-05-17,FGS_R,20771K OUTLET,NA,7.265,NA,413.053,NA,205.661,1.905,472.448,38.482,2955.028,NA,36.964,2.82,NA,467.55,661.367,0.689,5.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388024,2018-05-17,FGS_R,20643 OUTLET,NA,NA,NA,266.84,NA,206.754,3.364,1221.221,269.306,487.082,NA,178.662,2.842,NA,113.819,661.678,0.904,2.613,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
388029,2018-05-18,FGS_R,20741 OUTLET,NA,2.215,NA,106.045,NA,205.436,58.882,568.098,93.73,2665.131,NA,20.416,2.331,NA,116.545,623.562,0.607,3.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
405305,2018-05-28,FGS,626 OUTLET,NA,NA,NA,213.139,1070,364.253,22.614,2681.966,165.122,923.505,4198,358.914,7.71,NA,197.347,483.723,0.766,5.121,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
405306,2018-05-28,FGS,693 OUTLET,NA,NA,NA,167.841,1157,211.751,12.802,1480.152,145.549,611.449,2364,72.409,4.445,NA,167.334,363.097,0.724,2.536,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
405307,2018-05-28,FGS,703 OUTLET,NA,0.71,NA,154.73,899,260.25,13.256,1592.5,246.63,844.258,2282,228.513,3.122,NA,118.303,683.687,0.749,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
405308,2018-05-28,FGS,708 OUTLET,NA,NA,NA,161.032,785,348.312,10.54,2140.767,281.581,784.553,2751,289.601,4.196,NA,109.704,874.974,0.525,4.43,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
405309,2018-05-28,FGS,819 OUTLET,NA,NA,NA,198.631,756,405.346,13.116,2441.549,335.84,905.438,3260,441.808,3.599,NA,104.81,1027.606,0.596,5.006,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
405310,2018-05-28,FGS,844 OUTLET,NA,NA,NA,208.388,880,403.625,12.988,2331.681,370.006,991.331,3121,331.635,3.408,NA,130.347,1290.697,1.186,4.896,NA,BDL,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
405311,2018-05-28,FGS,1015 OUTLET,NA,1.155,NA,266.877,1415,439.825,21.85,2943.918,302.188,1351.814,4002,482.206,3.555,NA,172.506,757.548,1,5.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AV,NA,NA,NA,NA,NA,NA,Results,Technicianm
406223,2018-05-31,FGS_R,WANNOCK WR01,NA,11.16,NA,755.303,3005,499.132,3.938,1158.198,49.461,5218.964,674,96.58,21.123,NA,733.867,1736.022,1.565,19.159,NA,SVC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Results,Technicianm
415230,2018-05-31,FGS_B,8407 OUTLET,NA,47.675,NA,962.806,NA,866.861,34.195,3869.73,45.964,17051.054,NA,14.612,6.868,NA,500.904,2740.034,NA,86.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BDL,NA,Results,Technicianm
