event_pk,date,survey,site_id,delta_o18,delta_o18_flag,delta_h2,delta_h2_flag,row_flag,quality_level
523796,2019-06-26,FGS_KN,5693 GAUGINGSTATION,-17.76,NA,-131.6,NA,Results,Technicianm
523799,2019-06-26,FGS_KN,5688 OUTLET,-18.18,NA,-134.4,NA,Results,Technicianm
523803,2019-06-26,FGS_KN,5819 OUTLET,-13.67,NA,-98.5,NA,Results,Technicianm
523802,2019-06-26,FGS_KN,5722 OUTLET,-15.85,NA,-115.8,NA,Results,Technicianm
523796,2019-06-26,FGS_KN,5693 GAUGINGSTATION,-17.82,NA,-132.5,NA,Results,Technicianm
523804,2019-06-26,FGS_KN,5850 OUTLET,-13.13,NA,-94.6,NA,Results,Technicianm
524372,2019-07-09,FGS,844 OUTLET,-8.68,NA,-64.5,NA,Results,Technicianm
524374,2019-07-09,FGS,703 OUTLET,-9.15,NA,-66,NA,Results,Technicianm
524377,2019-07-09,FGS,708 OUTLET,-7.91,NA,-62.4,NA,Results,Technicianm
524371,2019-07-09,FGS,693 OUTLET,-8.49,NA,-64.8,NA,Results,Technicianm
525465,2019-07-09,FGS,693 OUTLET,-8.46,NA,-64.5,NA,Results,Technicianm
525466,2019-07-09,FGS,693 OUTLET,-8.48,NA,-64.3,NA,Results,Technicianm
524376,2019-07-09,FGS,626 OUTLET,-6.24,NA,-51.6,NA,Results,Technicianm
524375,2019-07-09,FGS,1015 OUTLET,-8.14,NA,-63.7,NA,Results,Technicianm
524373,2019-07-09,FGS,819 OUTLET,-8.71,NA,-64,NA,Results,Technicianm
525180,2019-07-16,FGS_B,HOMATHKO HOMA1,-18.3,NA,-136.5,NA,Results,Technicianm
525180,2019-07-16,FGS_B,HOMATHKO HOMA1,-18.39,NA,-136.4,NA,Results,Technicianm
525180,2019-07-16,FGS_B,HOMATHKO HOMA1,-18.34,NA,-136.4,NA,Results,Technicianm
526065,2019-07-22,FGS_R,WANNOCK WR02,-16.08,NA,-118.3,NA,Results,Technicianm
526065,2019-07-22,FGS_R,WANNOCK WR02,-16.11,NA,-118.3,NA,Results,Technicianm
526671,2019-07-24,FGS_Y,KOEYE KR01,-11.07,NA,-79.8,NA,Results,Technicianm
1058524,2019-08-04,FGS,626 OUTLET,-6.79,NA,-55.5,NA,Results,Technicianm
1058523,2019-08-04,FGS,693 OUTLET,-8.86,NA,-66.6,NA,Results,Technicianm
1058522,2019-08-04,FGS,703 OUTLET,-9.33,NA,-67.7,NA,Results,Technicianm
1058521,2019-08-04,FGS,708 OUTLET,-7.97,NA,-62.8,NA,Results,Technicianm
1058520,2019-08-04,FGS,819 OUTLET,-9.1,NA,-66.6,NA,Results,Technicianm
1058519,2019-08-04,FGS,844 OUTLET,-9.29,NA,-67.5,NA,Results,Technicianm
1058512,2019-08-04,FGS,1015 OUTLET,-8.34,NA,-64.3,NA,Results,Technicianm
1058517,2019-08-04,FGS,1015 OUTLET,-8.38,NA,-64.4,NA,Results,Technicianm
1058518,2019-08-04,FGS,1015 OUTLET,-8.33,NA,-64.7,NA,Results,Technicianm
1595741,2019-08-16,FGS_R,WANNOCK WR02,-16.07,NA,-118.9,NA,Results,Technicianm
1598374,2019-08-22,FGS_B,HOMATHKO HOMA1,-17.07,NA,-128.1,NA,Results,Technicianm
1598374,2019-08-22,FGS_B,HOMATHKO HOMA1,-17.22,NA,-128.5,NA,Results,Technicianm
1599665,2019-09-03,FGS,844 OUTLET,-8.39,NA,-61,NA,Results,Technicianm
1599669,2019-09-03,FGS,1015 OUTLET,-8.1,NA,-62.6,NA,Results,Technicianm
1599666,2019-09-03,FGS,708 OUTLET,-7.58,NA,-59,NA,Results,Technicianm
1599668,2019-09-03,FGS,703 OUTLET,-8.4,NA,-59.9,NA,Results,Technicianm
1599667,2019-09-03,FGS,693 OUTLET,-8.31,NA,-63,NA,Results,Technicianm
1599664,2019-09-03,FGS,626 OUTLET,-5.58,NA,-47.5,NA,Results,Technicianm
1599663,2019-09-03,FGS,819 OUTLET,-8.44,NA,-60.9,NA,Results,Technicianm
1599670,2019-09-03,FGS,819 OUTLET,-8.43,NA,-60.7,NA,Results,Technicianm
1599671,2019-09-03,FGS,819 OUTLET,-8.51,NA,-60.8,NA,Results,Technicianm
1608037,2019-09-11,FGS_R,WANNOCK WR02,NA,NA,NA,NA,Collected,Technicianm
1611015,2019-09-19,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,Collected,Technicianm
1611015,2019-09-19,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,Collected,Technicianm
1628243,2019-10-02,FGS,703 OUTLET,NA,NA,NA,NA,Collected,Raw
1628242,2019-10-02,FGS,626 OUTLET,NA,NA,NA,NA,Collected,Raw
1628244,2019-10-02,FGS,844 OUTLET,NA,NA,NA,NA,Collected,Raw
1628245,2019-10-02,FGS,1015 OUTLET,NA,NA,NA,NA,Collected,Raw
1628244,2019-10-02,FGS,844 OUTLET,NA,NA,NA,NA,Collected,Raw
1628244,2019-10-02,FGS,844 OUTLET,NA,NA,NA,NA,Collected,Raw
1628642,2019-10-10,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
1628642,2019-10-10,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
1636001,2019-10-18,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
1636001,2019-10-18,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
1636001,2019-10-18,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
1638475,2019-11-07,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
1638475,2019-11-07,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
1663981,2019-11-27,FGS,626 OUTLET,NA,NA,NA,NA,Collected,Technicianm
1663987,2019-11-27,FGS,844 OUTLET,NA,NA,NA,NA,Collected,Technicianm
1663982,2019-11-27,FGS,703 OUTLET,NA,NA,NA,NA,Collected,Technicianm
1663983,2019-11-27,FGS,703 OUTLET,NA,NA,NA,NA,Collected,Technicianm
1663984,2019-11-27,FGS,703 OUTLET,NA,NA,NA,NA,Collected,Technicianm
1664040,2019-11-27,FGS,819 OUTLET,NA,NA,NA,NA,Collected,Technicianm
1663986,2019-11-27,FGS,1015 OUTLET,NA,NA,NA,NA,Collected,Technicianm
1665096,2019-12-05,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
1665096,2019-12-05,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
2254137,2020-01-10,FGS,626 OUTLET,NA,NA,NA,NA,Collected,Raw
2254136,2020-01-10,FGS,703 OUTLET,NA,NA,NA,NA,Collected,Raw
2254135,2020-01-10,FGS,844 OUTLET,NA,NA,NA,NA,Collected,Raw
2254134,2020-01-10,FGS,1015 OUTLET,NA,NA,NA,NA,Collected,Raw
2254137,2020-01-10,FGS,626 OUTLET,NA,NA,NA,NA,Collected,Raw
2254137,2020-01-10,FGS,626 OUTLET,NA,NA,NA,NA,Collected,Raw
2825661,2020-01-21,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
2825661,2020-01-21,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
3402314,2020-02-08,FGS,626 OUTLET,NA,NA,NA,NA,Collected,Raw
3402315,2020-02-08,FGS,703 OUTLET,NA,NA,NA,NA,Collected,Raw
3402316,2020-02-08,FGS,844 OUTLET,NA,NA,NA,NA,Collected,Raw
3402316,2020-02-08,FGS,844 OUTLET,NA,NA,NA,NA,Collected,Raw
3402316,2020-02-08,FGS,844 OUTLET,NA,NA,NA,NA,Collected,Raw
3402317,2020-02-08,FGS,1015 OUTLET,NA,NA,NA,NA,Collected,Raw
3404057,2020-02-18,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
3404057,2020-02-18,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,Collected,Technicianm
