event_pk,date,survey,site_id,nh4_,tp,tdp,tn,tdn,no2_no3_um,po4,sio2,nh4__flag,tp_flag,tdp_flag,tn_flag,tdn_flag,no2_no3_flag,po4_flag,sio2_flag,analyzing_lab,row_flag,quality_level
353496,11/9/2017,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,NA,3.685,0.106,89.00216188,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
353490,11/9/2017,FGS_B,CAMPCREEK WATERINTAKE,NA,NA,NA,NA,NA,4.527,0.028,14.52818775,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
353490,11/9/2017,FGS_B,CAMPCREEK WATERINTAKE,NA,8,7,75,78,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
353494,11/9/2017,FGS_B,HOMATHKO HOMA3,4,30,8,47,69,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
353494,11/9/2017,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,NA,3.712,0.109,88.72771033,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
353495,11/9/2017,FGS_B,HOMATHKO HOMA3,NA,NA,NA,NA,NA,3.779,0.127,89.66777976,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
353495,11/9/2017,FGS_B,HOMATHKO HOMA3,NA,51,8,48,69,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
353491,11/9/2017,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,NA,3.562,0.213,88.46525296,"NA","NA","NA","NA","NA",SVC,SVC,SVC,UBC,Results,Principal Investigator
353491,11/9/2017,FGS_B,HOMATHKO HOMA1,8,36,12,50,65,NA,NA,NA,SVC,SVC,SVC,SVC,SVC,"NA","NA","NA",UA,Results,Principal Investigator
353492,11/9/2017,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,NA,3.56,0.244,89.41656883,"NA","NA","NA","NA","NA",SVC,SVC,SVC,UBC,Results,Principal Investigator
353492,11/9/2017,FGS_B,HOMATHKO HOMA1,10,34,13,45,69,NA,NA,NA,SVC,SVC,SVC,SVC,SVC,"NA","NA","NA",UA,Results,Principal Investigator
353497,11/14/2017,FGS_B,HYACINTHE HYAC1,NA,19,11,635,596,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
353497,11/14/2017,FGS_B,HYACINTHE HYAC1,NA,NA,NA,NA,NA,31.784,0.064,16.2426418,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
369468,12/2/2017,FGS,819 OUTLET,NA,11,10,131,126,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369469,12/2/2017,FGS,844 OUTLET,NA,9,10,95,104,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369470,12/2/2017,FGS,1015 OUTLET,5,18,19,183,188,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369464,12/2/2017,FGS,626 OUTLET,NA,10,10,156,104,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369465,12/2/2017,FGS,693 OUTLET,NA,12,10,100,90,NA,NA,NA,BDL,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369466,12/2/2017,FGS,703 OUTLET,4,12,11,64,80,NA,NA,NA,AV,AV,AV,AV,SVD,"NA","NA","NA",UA,Results,Principal Investigator
360861,12/2/2017,FGS_Y,KOEYE KR01,3,12,11,94,84,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
369467,12/7/2017,FGS,708 OUTLET,3,13,12,148,147,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
364876,1/11/2018,FGS_Y,KOEYE KR01,3,11,8,96,94,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
364910,1/13/2018,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.214805213,1.087,0.921059901,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
364910,1/13/2018,FGS,626 OUTLET,8,43,43,175,159,NA,NA,NA,AV,SVC,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
364911,1/13/2018,FGS,693 OUTLET,7,9,7,103,88,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
364911,1/13/2018,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.193289508,0.006657,0.419838815,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
364912,1/13/2018,FGS,703 OUTLET,7,10,9,103,103,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
364912,1/13/2018,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.264,0.037038627,1.427842525,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
364913,1/13/2018,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.376,0.160122712,1.044931415,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
364913,1/13/2018,FGS,708 OUTLET,8,15,13,137,127,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
364914,1/13/2018,FGS,819 OUTLET,6,10,19,142,145,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
364914,1/13/2018,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.062,0.082058348,1.795288215,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
364915,1/13/2018,FGS,844 OUTLET,6,8,8,139,138,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
364915,1/13/2018,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.047,0.037032476,1.547504664,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
364916,1/13/2018,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.179,0.036035588,1.525112484,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
364916,1/13/2018,FGS,1015 OUTLET,7,13,8,154,151,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
366675,1/26/2018,FGS_B,HOMATHKO HOMA1,10,14,14,67,91,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
366674,1/26/2018,FGS_B,CAMPCREEK WATERINTAKE,NA,8,7,72,109,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
366676,1/26/2018,FGS_B,HOMATHKO HOMA1,13,35,15,247,45,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
366677,1/26/2018,FGS_B,HOMATHKO HOMA1,11,26,15,49,80,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
366678,1/29/2018,FGS_B,HYACINTHE HYAC1,9,10,7,132,125,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
369430,2/17/2018,FGS,626 OUTLET,NA,NA,NA,NA,NA,1.168,0.058070195,0.81131995,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
369430,2/17/2018,FGS,626 OUTLET,7,10,9,162,160,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369431,2/17/2018,FGS,693 OUTLET,NA,NA,NA,NA,NA,2.989,0.050054969,0.513507527,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
369431,2/17/2018,FGS,693 OUTLET,6,9,7,86,109,NA,NA,NA,AV,AV,AV,AV,SVD,"NA","NA","NA",UA,Results,Principal Investigator
369432,2/17/2018,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.23,0.027025195,1.425401569,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
369432,2/17/2018,FGS,703 OUTLET,4,9,8,98,93,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369433,2/17/2018,FGS,708 OUTLET,NA,NA,NA,NA,NA,1.622,0.024033038,0.842579993,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
369433,2/17/2018,FGS,708 OUTLET,6,10,8,137,141,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369434,2/17/2018,FGS,819 OUTLET,7,11,10,141,158,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369434,2/17/2018,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.319,0.108142683,1.286573311,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
369435,2/17/2018,FGS,844 OUTLET,NA,NA,NA,NA,NA,1.496,0.063079739,1.263469906,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
369435,2/17/2018,FGS,844 OUTLET,6,10,9,143,177,NA,NA,NA,AV,AV,AV,AV,SVD,"NA","NA","NA",UA,Results,Principal Investigator
369436,2/17/2018,FGS,1015 OUTLET,11,15,10,161,156,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
369436,2/17/2018,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.065,0.090103934,1.430285026,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
369569,2/25/2018,FGS_R,WANNOCK WR01,NA,NA,9,110,99,NA,NA,NA,BDL,MV,,,,"NA","NA","NA",UA,Results,Technicianm
369569,2/25/2018,FGS_R,WANNOCK WR01,NA,NA,NA,NA,NA,4.902745473,0.074347372,50.70074804,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
371424,2/26/2018,FGS_Y,KOEYE KR01,NA,NA,NA,NA,NA,2.46270496,0.017079971,1.572557348,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
371424,2/26/2018,FGS_Y,KOEYE KR01,4,17,29,106,114,NA,NA,NA,,SVC,SVC,SVC,SVC,"NA","NA","NA",UA,Results,Technicianm
474964,3/9/2018,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,NA,2.988425412,0.210996223,124.7528158,"NA","NA","NA","NA","NA",SVC,SVC,SVC,UBC,Results,Technicianm
474964,3/9/2018,FGS_B,HOMATHKO HOMA1,14,22,17,152,79,NA,NA,NA,SVC,SVC,SVC,SVC,SVC,"NA","NA","NA",UA,Results,Technicianm
474962,3/9/2018,FGS_B,CAMPCREEK WATERINTAKE,NA,NA,NA,NA,NA,3.813034599,0.059280478,107.202049,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
474962,3/9/2018,FGS_B,CAMPCREEK WATERINTAKE,4,6,6,98,115,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
474963,3/9/2018,FGS_B,HOMATHKO HOMA1,15,31,16,76,110,NA,NA,NA,SVC,SVC,SVC,SVC,SVC,"NA","NA","NA",UA,Results,Technicianm
474963,3/9/2018,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,NA,2.974557136,0.202940199,125.3700327,"NA","NA","NA","NA","NA",SVC,SVC,SVC,UBC,Results,Technicianm
474965,3/9/2018,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA",MV,MV,MV,UBC,Results,Technicianm
474965,3/9/2018,FGS_B,HOMATHKO HOMA1,16,34,17,143,73,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373390,3/14/2018,FGS_B,HYACINTHE HYAC1,NA,NA,NA,NA,NA,5.824510794,0.041193278,62.71004625,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373390,3/14/2018,FGS_B,HYACINTHE HYAC1,NA,8,8,427,151,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
373962,3/21/2018,FGS_R,20947 OUTLET,4,3,2,85.4,79.8,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373962,3/21/2018,FGS_R,20947 OUTLET,NA,NA,NA,NA,NA,0.052777866,0.011048575,1.058930262,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373967,3/21/2018,FGS_R,20726 OUTLET,NA,NA,NA,NA,NA,0.333373803,0.108480142,1.397300787,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373967,3/21/2018,FGS_R,20726 OUTLET,3,4,3,105,94.8,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373963,3/21/2018,FGS_R,26812 OUTLET,NA,NA,NA,NA,NA,1.289422591,0.015066835,1.31711533,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373963,3/21/2018,FGS_R,26812 OUTLET,8,5,3,151,131,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373960,3/21/2018,FGS_R,20954 OUTLET,8,4,3,159,131,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373960,3/21/2018,FGS_R,20954 OUTLET,NA,NA,NA,NA,NA,0.916079387,0.01004565,1.487954194,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373968,3/21/2018,FGS_R,20718 OUTLET,NA,NA,NA,NA,NA,4.998696683,0.024108606,25.62986867,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373968,3/21/2018,FGS_R,20718 OUTLET,14,3,2,129,162,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373969,3/21/2018,FGS_R,20720 OUTLET,NA,4,4,139,70.8,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
373969,3/21/2018,FGS_R,20720 OUTLET,NA,NA,NA,NA,NA,0.155139418,0.011049231,1.300236038,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373965,3/21/2018,FGS_R,20938 OUTLET,10,5,3,110,102,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373965,3/21/2018,FGS_R,20938 OUTLET,NA,NA,NA,NA,NA,0.061507894,0.035160471,1.188135089,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373961,3/21/2018,FGS_R,20952 OUTLET,NA,NA,NA,NA,NA,1.588881436,0.028116138,2.962788359,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373961,3/21/2018,FGS_R,20952 OUTLET,16,4,2,123,94.1,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373966,3/21/2018,FGS_R,20727 OUTLET,4,3,2,68,51.3,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373966,3/21/2018,FGS_R,20727 OUTLET,NA,NA,NA,NA,NA,0.416042561,0.009349301,1.748224437,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373959,3/21/2018,FGS_R,20980 OUTLET,13,2,1,112,106,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373959,3/21/2018,FGS_R,20980 OUTLET,NA,NA,NA,NA,NA,0.561138899,0,0.960048454,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373964,3/21/2018,FGS_R,20940 OUTLET,NA,NA,NA,NA,NA,0.438956679,0.003681257,0.843148865,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373964,3/21/2018,FGS_R,20940 OUTLET,NA,2,1,92.8,72.9,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
373977,3/22/2018,FGS_R,20760 OUTLET,5,7,7,65,65,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373977,3/22/2018,FGS_R,20760 OUTLET,NA,NA,NA,NA,NA,0.188166067,0.013057537,1.266730108,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373973,3/22/2018,FGS_R,20741 OUTLET,NA,NA,NA,NA,NA,4.268418302,0.004314308,2.518231813,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373973,3/22/2018,FGS_R,20741 OUTLET,NA,NA,4,NA,105,NA,NA,NA,BDL,MV,,MV,,"NA","NA","NA",UA,Results,Technicianm
373971,3/22/2018,FGS_R,20642 OUTLET,NA,NA,NA,NA,NA,0.106598895,0.020087922,1.503350594,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373971,3/22/2018,FGS_R,20642 OUTLET,3,10,5,142,119,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373974,3/22/2018,FGS_R,20747 OUTLET,NA,NA,NA,NA,NA,4.387724588,0.025112634000000002,2.898129811,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373974,3/22/2018,FGS_R,20747 OUTLET,NA,3,2,114,60.6,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
373972,3/22/2018,FGS_R,20754 OUTLET,20,131,51,1340,939,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373972,3/22/2018,FGS_R,20754 OUTLET,NA,NA,NA,NA,NA,2.264941226,1.490626994,3.52377577,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373975,3/22/2018,FGS_R,20643 OUTLET,NA,NA,NA,NA,NA,0.13950619,0.017074564,1.627098228,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373975,3/22/2018,FGS_R,20643 OUTLET,3,4,6,170,138,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373970,3/22/2018,FGS_R,20636 OUTLET,6,6,4,175,160,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
373970,3/22/2018,FGS_R,20636 OUTLET,NA,NA,NA,NA,NA,1.474531609,0.035160123,1.295995715,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373976,3/22/2018,FGS_R,20623 OUTLET,NA,NA,NA,NA,NA,0.145001599,0.024108844,1.29116161,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
373976,3/22/2018,FGS_R,20623 OUTLET,14,6,5,166,145,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
374066,3/24/2018,FGS_Y,KOEYE KR01,NA,NA,NA,NA,NA,2.667443505,0.023104766,1.66903815,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
374066,3/24/2018,FGS_Y,KOEYE KR01,3,14,2,96.3,93.4,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
374695,3/25/2018,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.122957659,0.162,0.684821614,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
374695,3/25/2018,FGS,626 OUTLET,7,19,13,169,156,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
374696,3/25/2018,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.078039959,0.023,0.436182714,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
374696,3/25/2018,FGS,693 OUTLET,4,12,7,84,74.2,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
374697,3/25/2018,FGS,703 OUTLET,10,19,9,125,111,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
374697,3/25/2018,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.218551632,0.067,0.903812763,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
374698,3/25/2018,FGS,708 OUTLET,8,15,9,126,116,NA,NA,NA,AV,AV,AV,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
374698,3/25/2018,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.064359557,0.021,0.674585347,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
374699,3/25/2018,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.019499351,0.037,0.929598595,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
374699,3/25/2018,FGS,819 OUTLET,6,11,17,153,149,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
374700,3/25/2018,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.025358375,0.042,0.907420679,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
374700,3/25/2018,FGS,844 OUTLET,6,14,24,172,142,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
374701,3/25/2018,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.035137152,0.045,0.802354335,"NA","NA","NA","NA","NA",AV,AV,AV,UBC,Results,Principal Investigator
374701,3/25/2018,FGS,1015 OUTLET,5,12,14,150,148,NA,NA,NA,AV,AV,SVD,AV,AV,"NA","NA","NA",UA,Results,Principal Investigator
375148,4/1/2018,FGS_R,WANNOCK WR01,NA,NA,NA,NA,NA,4.416707154,0.217319004,29.99134391,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
375148,4/1/2018,FGS_R,WANNOCK WR01,NA,17,14,73.3,106,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376733,4/4/2018,FGS_B,4968 OUTLET,NA,NA,NA,NA,NA,0.02073239,0.008302692,2.947656196,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
376733,4/4/2018,FGS_B,4968 OUTLET,NA,6,5,40,41,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376726,4/4/2018,FGS_B,4914 OUTLET,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA",MV,MV,MV,UBC,Results,Technicianm
376726,4/4/2018,FGS_B,4914 OUTLET,6,9,9,106,97,NA,NA,NA,SVC,,,SVC,SVC,"NA","NA","NA",UA,Results,Technicianm
376730,4/4/2018,FGS_B,CAMPCREEK WATERINTAKE,12,8,8,51,100,NA,NA,NA,SVC,,,SVC,SVC,"NA","NA","NA",UA,Results,Technicianm
376730,4/4/2018,FGS_B,CAMPCREEK WATERINTAKE,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA",MV,MV,MV,UBC,Results,Technicianm
376731,4/4/2018,FGS_B,4889 OUTLET,NA,NA,NA,NA,NA,6.593480643,0.029140169,48.19365295,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
376731,4/4/2018,FGS_B,4889 OUTLET,NA,9,7,40,118,NA,NA,NA,BDL,,,SVC,,"NA","NA","NA",UA,Results,Technicianm
376729,4/4/2018,FGS_B,HOMATHKO HOMA1,NA,NA,NA,NA,NA,2.619602394,0.198953076,113.8239388,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
376729,4/4/2018,FGS_B,HOMATHKO HOMA1,NA,191,16,106,76,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376728,4/4/2018,FGS_B,4848 OUTLET,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA",MV,MV,MV,UBC,Results,Technicianm
376728,4/4/2018,FGS_B,4848 OUTLET,NA,7,7,91,91,NA,NA,NA,BDL,,,SVC,,"NA","NA","NA",UA,Results,Technicianm
376732,4/4/2018,FGS_B,4809 OUTLET,NA,11,10,43.4,35,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376732,4/4/2018,FGS_B,4809 OUTLET,NA,NA,NA,NA,NA,0.077958944,0.111535404,8.896966177,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
376727,4/4/2018,FGS_B,MELLERSH MELR1,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA",MV,MV,MV,UBC,Results,Technicianm
376727,4/4/2018,FGS_B,MELLERSH MELR1,9,8,7,123,132,NA,NA,NA,,,,,,"NA","NA","NA",UA,Results,Technicianm
376725,4/5/2018,FGS_B,9265 OUTLET,NA,31,29,211,215,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376725,4/5/2018,FGS_B,9265 OUTLET,NA,NA,NA,NA,NA,3.840145262,0.048229617,18.49361473,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
376724,4/5/2018,FGS_B,9245 OUTLET,NA,NA,NA,NA,NA,1.763628809,0.004823009,8.265680754,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
376724,4/5/2018,FGS_B,9245 OUTLET,NA,29,17,70,87,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376722,4/5/2018,FGS_B,4745 OUTLET,NA,NA,NA,NA,NA,1.482851895,0.020095475,3.023003451,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
376722,4/5/2018,FGS_B,4745 OUTLET,NA,29,20,60,79,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
4361230,4/5/2018,FGS_B,8405 OUTLET,NA,NA,NA,NA,NA,49.1903609,0.14766029,165.2232095,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
4361230,4/5/2018,FGS_B,8405 OUTLET,NA,12,12,842,878,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376723,4/5/2018,FGS_B,9572 OUTLET,NA,30,24,124,126,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376723,4/5/2018,FGS_B,9572 OUTLET,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA",MV,MV,MV,UBC,Results,Technicianm
376721,4/5/2018,FGS_B,4767 OUTLET,NA,NA,NA,NA,NA,8.102641896,0.030142914,57.44227117,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
376721,4/5/2018,FGS_B,4767 OUTLET,NA,16,21,121,125,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376799,4/6/2018,FGS_B,HYACINTHE HYAC1,NA,13,8,378,178,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
376799,4/6/2018,FGS_B,HYACINTHE HYAC1,NA,NA,NA,NA,NA,6.0111291080000004,0.03491756,17.68684579,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
377536,4/10/2018,FGS_R,819 OUTLET,NA,NA,NA,NA,NA,0.114120256,0.042000803,0.770636106,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
377536,4/10/2018,FGS_R,819 OUTLET,NA,9,9,140,132,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
377537,4/10/2018,FGS_R,703 OUTLET,NA,NA,NA,NA,NA,0.269974275,0.024998765,0.509736301,"NA","NA","NA","NA","NA",,BDL,,UBC,Results,Technicianm
377537,4/10/2018,FGS_R,703 OUTLET,NA,5,3,67,48,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
377538,4/10/2018,FGS_R,708 OUTLET,NA,NA,NA,NA,NA,0.092316797,0.024997908,0.494834585,"NA","NA","NA","NA","NA",,BDL,,UBC,Results,Technicianm
377538,4/10/2018,FGS_R,708 OUTLET,NA,5,2,134,108,NA,NA,NA,BDL,,,,,"NA","NA","NA",UA,Results,Technicianm
377598,4/11/2018,FGS_R,20642 OUTLET,NA,NA,NA,NA,NA,0.137711969,0.04902782,0.715699796,"NA","NA","NA","NA","NA",,,,UBC,Results,Technicianm
377598,4/11/2018,FGS_R,20642 OUTLET,7,5,NA,98,114,NA,NA,NA,,,BDL,,,"NA","NA","NA",UA,Results,Technicianm
