event_pk,date,survey,site_id,ppm_c_doc,ppm_c_doc_flag,row_flag,quality_level
354314,2017-04-10,FGS_R,WANNOCK WR01,NA,NA,Not Available,Technicianm
354314,2017-04-10,FGS_R,WANNOCK WR01,NA,NA,Not Available,Technicianm
255288,2017-04-12,FGS,626 OUTLET,6.54,AV,Results,Principal Investigator
255289,2017-04-12,FGS,693 OUTLET,4.54,AV,Results,Principal Investigator
255290,2017-04-12,FGS,703 OUTLET,3.59,AV,Results,Principal Investigator
255291,2017-04-12,FGS,708 OUTLET,6.08,AV,Results,Principal Investigator
255292,2017-04-12,FGS,819 OUTLET,10.72,AV,Results,Principal Investigator
255293,2017-04-12,FGS,844 OUTLET,10.32,AV,Results,Principal Investigator
255294,2017-04-12,FGS,1015 OUTLET,9.1,AV,Results,Principal Investigator
260832,2017-04-24,FGS_Y,KOEYE KR01,3.15,AV,Results,Technicianm
294510,2017-05-01,FGS_B,TEAQUAHAN TEAQ2,1.05,AV,Results,Technicianm
294509,2017-05-01,FGS_B,TEAQUAHAN TEAQ1,1.18,AV,Results,Technicianm
354316,2017-05-01,FGS_R,WANNOCK WR01,1.58,AV,Results,Technicianm
354316,2017-05-01,FGS_R,WANNOCK WR01,1.5,AV,Results,Technicianm
294513,2017-05-02,FGS_B,HOMATHKO_TRIB T5KM1,1.93,AV,Results,Technicianm
294515,2017-05-02,FGS_B,HOMATHKO HOMA1,1.53,SVC,Results,Principal Investigator
294514,2017-05-02,FGS_B,CUMSACK CMSK1,2.18,AV,Results,Technicianm
294512,2017-05-02,FGS_B,SOUTHGATE SGTE1,1.23,AV,Results,Principal Investigator
294536,2017-05-03,FGS_B,HOMATHKO HOMA1,1.45,AV,Results,Principal Investigator
294535,2017-05-03,FGS_B,CAMPCREEK WATERINTAKE,1.68,AV,Results,Technicianm
294538,2017-05-04,FGS_B,HYACINTHE HYAC1,2.17,AV,Results,Technicianm
280616,2017-05-07,FGS,626 OUTLET,9.82,AV,Results,Principal Investigator
280617,2017-05-07,FGS,693 OUTLET,6.41,AV,Results,Principal Investigator
280618,2017-05-07,FGS,703 OUTLET,5.35,AV,Results,Principal Investigator
280619,2017-05-07,FGS,708 OUTLET,6.97,AV,Results,Principal Investigator
280620,2017-05-07,FGS,819 OUTLET,10.62,AV,Results,Principal Investigator
280621,2017-05-07,FGS,844 OUTLET,8.8,AV,Results,Principal Investigator
280622,2017-05-07,FGS,1015 OUTLET,8.92,AV,Results,Principal Investigator
293033,2017-05-11,FGS_Y,KOEYE KR_TRIB,7.84,AV,Results,Technicianm
293032,2017-05-11,FGS_Y,KOEYE KR01,3.57,AV,Results,Technicianm
293724,2017-05-20,FGS_Y,KOEYE KR01,3.29,AV,Results,Technicianm
354318,2017-05-22,FGS_R,WANNOCK WR01,1.7,AV,Results,Technicianm
301473,2017-05-24,FGS,626 OUTLET,10.89,AV,Results,Principal Investigator
301474,2017-05-24,FGS,693 OUTLET,6.7,AV,Results,Principal Investigator
301475,2017-05-24,FGS,703 OUTLET,5.28,AV,Results,Principal Investigator
301476,2017-05-24,FGS,708 OUTLET,9.84,AV,Results,Principal Investigator
301477,2017-05-24,FGS,819 OUTLET,14.83,AV,Results,Principal Investigator
301478,2017-05-24,FGS,844 OUTLET,14.02,AV,Results,Principal Investigator
301479,2017-05-24,FGS,1015 OUTLET,10.13,AV,Results,Principal Investigator
294434,2017-06-01,FGS_Y,KOEYE KR01,5.5,AV,Results,Technicianm
310997,2017-06-08,FGS_B,HOMATHKO HOMA1,1.25,AV,Results,Principal Investigator
300521,2017-06-11,FGS_R,WANNOCK WR01,1.937375,AV,Results,Technicianm
301492,2017-06-14,FGS,626 OUTLET,11.0038203333333,AV,Results,Principal Investigator
301493,2017-06-14,FGS,693 OUTLET,8.56261041666667,AV,Results,Principal Investigator
301494,2017-06-14,FGS,703 OUTLET,5.32425875,AV,Results,Principal Investigator
301495,2017-06-14,FGS,708 OUTLET,8.47548725,AV,Results,Principal Investigator
301496,2017-06-14,FGS,819 OUTLET,14.2958314166667,AV,Results,Principal Investigator
301497,2017-06-14,FGS,844 OUTLET,13.3560284166667,AV,Results,Principal Investigator
301498,2017-06-14,FGS,1015 OUTLET,10.0977159166667,AV,Results,Principal Investigator
306203,2017-06-26,FGS_Y,KOEYE KR01,3.69,AV,Results,Technicianm
354320,2017-07-03,FGS_R,WANNOCK WR01,0.97,AV,Results,Technicianm
309242,2017-07-05,FGS,626 OUTLET,13.56,AV,Results,Principal Investigator
309243,2017-07-05,FGS,693 OUTLET,8.46,AV,Results,Principal Investigator
309244,2017-07-05,FGS,703 OUTLET,6.17,AV,Results,Principal Investigator
309245,2017-07-05,FGS,708 OUTLET,9.9,AV,Results,Principal Investigator
309246,2017-07-05,FGS,819 OUTLET,14.68,AV,Results,Principal Investigator
309247,2017-07-05,FGS,844 OUTLET,14.31,AV,Results,Principal Investigator
309248,2017-07-05,FGS,1015 OUTLET,9.61,AV,Results,Principal Investigator
311708,2017-07-14,FGS_Y,KOEYE KR01,3.42,AV,Results,Technicianm
312445,2017-07-21,FGS_B,HYACINTHE HYAC1,1.88,AV,Results,Technicianm
354321,2017-07-23,FGS_R,WANNOCK WR01,NA,NA,Not Available,Technicianm
313696,2017-07-30,FGS,626 OUTLET,10.9,AV,Results,Principal Investigator
313694,2017-07-30,FGS,693 OUTLET,7.52,AV,Results,Principal Investigator
313698,2017-07-30,FGS,703 OUTLET,7.09,AV,Results,Principal Investigator
313693,2017-07-30,FGS,708 OUTLET,7.98,AV,Results,Principal Investigator
313697,2017-07-30,FGS,819 OUTLET,12.25,AV,Results,Principal Investigator
313695,2017-07-30,FGS,844 OUTLET,10.97,AV,Results,Principal Investigator
313699,2017-07-30,FGS,1015 OUTLET,8.75,AV,Results,Principal Investigator
320831,2017-08-08,FGS_Y,KOEYE KR01,3.63,AV,Results,Technicianm
326010,2017-08-10,FGS_R,WANNOCK WR01,1,AV,Results,Technicianm
317991,2017-08-16,FGS,626 OUTLET,16.7,AV,Results,Principal Investigator
317992,2017-08-16,FGS,693 OUTLET,8.18,AV,Results,Principal Investigator
317993,2017-08-16,FGS,703 OUTLET,6.26,AV,Results,Principal Investigator
317994,2017-08-16,FGS,708 OUTLET,7.91,AV,Results,Principal Investigator
317995,2017-08-16,FGS,819 OUTLET,13.62,AV,Results,Principal Investigator
317996,2017-08-16,FGS,844 OUTLET,13.68,AV,Results,Principal Investigator
317997,2017-08-16,FGS,1015 OUTLET,9.03,AV,Results,Principal Investigator
320911,2017-08-24,FGS_B,HOMATHKO HOMA1,0.3,AV,Results,Principal Investigator
320912,2017-08-24,FGS_B,CAMPCREEK WATERINTAKE,0.21,AV,Results,Technicianm
320913,2017-08-26,FGS_B,HYACINTHE HYAC1,2.1,AV,Results,Technicianm
320914,2017-08-26,FGS_B,DREW DREW1,6.88,SVC,Results,Technicianm
325553,2017-08-30,FGS_Y,KOEYE KR01,4.71,AV,Results,Technicianm
336999,2017-09-07,FGS_R,WANNOCK WR01,0.99,AV,Results,Technicianm
337000,2017-09-09,FGS,626 OUTLET,19.49,AV,Results,Principal Investigator
337001,2017-09-09,FGS,693 OUTLET,10.97,AV,Results,Principal Investigator
337002,2017-09-09,FGS,703 OUTLET,7.5,AV,Results,Principal Investigator
337003,2017-09-09,FGS,708 OUTLET,9.37,AV,Results,Principal Investigator
337004,2017-09-09,FGS,819 OUTLET,18.31,AV,Results,Principal Investigator
337005,2017-09-09,FGS,844 OUTLET,16.33,AV,Results,Principal Investigator
337006,2017-09-09,FGS,1015 OUTLET,10.59,AV,Results,Principal Investigator
342129,2017-09-20,FGS_Y,KOEYE KR01,4.92,AV,Results,Technicianm
354325,2017-09-29,FGS_R,WANNOCK WR01,1.27,AV,Results,Technicianm
345806,2017-09-30,FGS,626 OUTLET,17.35,AV,Results,Principal Investigator
345807,2017-09-30,FGS,693 OUTLET,11.9,AV,Results,Principal Investigator
345808,2017-09-30,FGS,703 OUTLET,8.84,AV,Results,Principal Investigator
345809,2017-09-30,FGS,708 OUTLET,12.76,AV,Results,Principal Investigator
345810,2017-09-30,FGS,819 OUTLET,19.76,AV,Results,Principal Investigator
345811,2017-09-30,FGS,844 OUTLET,19.33,AV,Results,Principal Investigator
345812,2017-09-30,FGS,1015 OUTLET,12.26,AV,Results,Principal Investigator
348354,2017-10-04,FGS_B,SOUTHGATE SGTE1,0.17,AV,Results,Principal Investigator
348364,2017-10-04,FGS_B,MELLERSH MELR1,0.27,AV,Results,Technicianm
348352,2017-10-04,FGS_B,SOUTHGATE SGTE2,0.19,AV,Results,Principal Investigator
348358,2017-10-04,FGS_B,HOMATHKO HOMA1,0.23,AV,Results,Principal Investigator
348359,2017-10-04,FGS_B,BEAR BEAR1,NA,MV,Not Available,Technicianm
348360,2017-10-04,FGS_B,PARADISE PDSE1,0.74,AV,Results,Technicianm
348351,2017-10-05,FGS_B,HOMATHKO HOMA3,0.25,AV,Results,Principal Investigator
348356,2017-10-05,FGS_B,HOMATHKO HOMA1,0.24,AV,Results,Principal Investigator
348355,2017-10-05,FGS_B,HOMATHKO HOMA3,0.23,AV,Results,Principal Investigator
3783068,2017-10-05,FGS_B,HOMATHKO HOMA2,0.24,AV,Results,Principal Investigator
348361,2017-10-05,FGS_B,CAMPCREEK WATERINTAKE,0.17,AV,Results,Technicianm
3752424,2017-10-05,FGS_B,HOMATHKO HOMA2,0.22,AV,Results,Principal Investigator
348357,2017-10-06,FGS_B,DREW DREW1,5.49,AV,Results,Technicianm
348362,2017-10-06,FGS_B,HYACINTHE HYAC1,2.12,AV,Results,Technicianm
348962,2017-10-11,FGS_Y,KOEYE KR01,4.5,AV,Results,Technicianm
354759,2017-10-14,FGS_R,WANNOCK WR01,NA,NA,Not Available,Technicianm
350675,2017-10-15,FGS,626 OUTLET,18.46,AV,Results,Principal Investigator
350677,2017-10-15,FGS,693 OUTLET,11.36,AV,Results,Principal Investigator
350676,2017-10-15,FGS,703 OUTLET,10.43,AV,Results,Principal Investigator
350678,2017-10-15,FGS,708 OUTLET,15.53,AV,Results,Principal Investigator
350679,2017-10-15,FGS,819 OUTLET,22.92,AV,Results,Principal Investigator
350681,2017-10-15,FGS,844 OUTLET,20.47,AV,Results,Principal Investigator
350680,2017-10-15,FGS,1015 OUTLET,14.38,AV,Results,Principal Investigator
353496,2017-11-09,FGS_B,HOMATHKO HOMA3,0.92,AV,Results,Principal Investigator
353490,2017-11-09,FGS_B,CAMPCREEK WATERINTAKE,0.77,AV,Results,Technicianm
353492,2017-11-09,FGS_B,HOMATHKO HOMA1,0.94,SVC,Results,Principal Investigator
353491,2017-11-09,FGS_B,HOMATHKO HOMA1,1.66,SVC,Results,Principal Investigator
353495,2017-11-09,FGS_B,HOMATHKO HOMA3,1.9,AV,Results,Principal Investigator
353494,2017-11-09,FGS_B,HOMATHKO HOMA3,0.68,AV,Results,Principal Investigator
353493,2017-11-09,FGS_B,HOMATHKO HOMA1,0.63,SVC,Results,Principal Investigator
353497,2017-11-14,FGS_B,HYACINTHE HYAC1,3.88,AV,Results,Technicianm
369464,2017-12-02,FGS,626 OUTLET,6.1900294365,AV,Results,Principal Investigator
369465,2017-12-02,FGS,693 OUTLET,5.4744417,AV,Results,Principal Investigator
369466,2017-12-02,FGS,703 OUTLET,4.3915851,AV,Results,Principal Investigator
369468,2017-12-02,FGS,819 OUTLET,NA,NA,Submited,Technicianm
369469,2017-12-02,FGS,844 OUTLET,8.1403744905,AV,Results,Principal Investigator
369470,2017-12-02,FGS,1015 OUTLET,12.334338261,AV,Results,Principal Investigator
360861,2017-12-02,FGS_Y,KOEYE KR01,NA,MV,Collected,Technicianm
369467,2017-12-07,FGS,708 OUTLET,8.5175695395,AV,Results,Principal Investigator
364876,2018-01-11,FGS_Y,KOEYE KR01,4.28,AV,Results,Technicianm
364910,2018-01-13,FGS,626 OUTLET,9.26,AV,Results,Principal Investigator
364911,2018-01-13,FGS,693 OUTLET,5.98,AV,Results,Principal Investigator
364912,2018-01-13,FGS,703 OUTLET,7.34,AV,Results,Principal Investigator
364913,2018-01-13,FGS,708 OUTLET,8.76,AV,Results,Principal Investigator
364914,2018-01-13,FGS,819 OUTLET,11.77,AV,Results,Principal Investigator
364915,2018-01-13,FGS,844 OUTLET,11.89,AV,Results,Principal Investigator
364916,2018-01-13,FGS,1015 OUTLET,12.06,AV,Results,Principal Investigator
366675,2018-01-26,FGS_B,HOMATHKO HOMA1,1.07,AV,Results,Technicianm
366674,2018-01-26,FGS_B,CAMPCREEK WATERINTAKE,1.06,AV,Results,Technicianm
366677,2018-01-26,FGS_B,HOMATHKO HOMA1,1.05,AV,Results,Technicianm
366676,2018-01-26,FGS_B,HOMATHKO HOMA1,1.01,AV,Results,Technicianm
366678,2018-01-29,FGS_B,HYACINTHE HYAC1,2.41,AV,Results,Technicianm
369430,2018-02-17,FGS,626 OUTLET,6.72,AV,Results,Principal Investigator
369431,2018-02-17,FGS,693 OUTLET,4.88,AV,Results,Principal Investigator
369432,2018-02-17,FGS,703 OUTLET,6.04,AV,Results,Principal Investigator
369433,2018-02-17,FGS,708 OUTLET,7.32,AV,Results,Principal Investigator
369434,2018-02-17,FGS,819 OUTLET,10.37,AV,Results,Principal Investigator
369435,2018-02-17,FGS,844 OUTLET,10.1,AV,Results,Principal Investigator
369436,2018-02-17,FGS,1015 OUTLET,10.82,AV,Results,Principal Investigator
369569,2018-02-25,FGS_R,WANNOCK WR01,1.32,AV,Results,Technicianm
369569,2018-02-25,FGS_R,WANNOCK WR01,1.41,AV,Results,Technicianm
371424,2018-02-26,FGS_Y,KOEYE KR01,3.84,AV,Results,Technicianm
474964,2018-03-09,FGS_B,HOMATHKO HOMA1,0.71,SVC,Results,Technicianm
474965,2018-03-09,FGS_B,HOMATHKO HOMA1,0.7,AV,Results,Technicianm
474963,2018-03-09,FGS_B,HOMATHKO HOMA1,0.73,SVC,Results,Technicianm
474962,2018-03-09,FGS_B,CAMPCREEK WATERINTAKE,0.66,AV,Results,Technicianm
373390,2018-03-14,FGS_B,HYACINTHE HYAC1,1.92,AV,Results,Technicianm
373963,2018-03-21,FGS_R,26812 OUTLET,8.82,AV,Results,Technicianm
373968,2018-03-21,FGS_R,20718 OUTLET,2.98,AV,Results,Technicianm
373960,2018-03-21,FGS_R,20954 OUTLET,9.39,AV,Results,Technicianm
373964,2018-03-21,FGS_R,20940 OUTLET,4.5,AV,Results,Technicianm
373962,2018-03-21,FGS_R,20947 OUTLET,9.12,AV,Results,Technicianm
373965,2018-03-21,FGS_R,20938 OUTLET,9.42,AV,Results,Technicianm
373967,2018-03-21,FGS_R,20726 OUTLET,8.35,AV,Results,Technicianm
373969,2018-03-21,FGS_R,20720 OUTLET,6.15,AV,Results,Technicianm
373961,2018-03-21,FGS_R,20952 OUTLET,7.81,AV,Results,Technicianm
373966,2018-03-21,FGS_R,20727 OUTLET,5.56,AV,Results,Technicianm
373959,2018-03-21,FGS_R,20980 OUTLET,6.92,AV,Results,Technicianm
373971,2018-03-22,FGS_R,20642 OUTLET,12.72,AV,Results,Technicianm
373977,2018-03-22,FGS_R,20760 OUTLET,6.1,AV,Results,Technicianm
373974,2018-03-22,FGS_R,20747 OUTLET,4.07,AV,Results,Technicianm
373970,2018-03-22,FGS_R,20636 OUTLET,12.08,AV,Results,Technicianm
373973,2018-03-22,FGS_R,20741 OUTLET,3.2,AV,Results,Technicianm
373972,2018-03-22,FGS_R,20754 OUTLET,4.94,AV,Results,Technicianm
373976,2018-03-22,FGS_R,20623 OUTLET,11.98,AV,Results,Technicianm
373975,2018-03-22,FGS_R,20643 OUTLET,12.43,AV,Results,Technicianm
374066,2018-03-24,FGS_Y,KOEYE KR01,3.71,AV,Results,Technicianm
374695,2018-03-25,FGS,626 OUTLET,7.68,AV,Results,Principal Investigator
374696,2018-03-25,FGS,693 OUTLET,4.91,AV,Results,Principal Investigator
374697,2018-03-25,FGS,703 OUTLET,9.39,AV,Results,Principal Investigator
374698,2018-03-25,FGS,708 OUTLET,7.69,AV,Results,Principal Investigator
374699,2018-03-25,FGS,819 OUTLET,11.72,AV,Results,Principal Investigator
374700,2018-03-25,FGS,844 OUTLET,11.32,AV,Results,Principal Investigator
374701,2018-03-25,FGS,1015 OUTLET,11.45,AV,Results,Principal Investigator
375148,2018-04-01,FGS_R,WANNOCK WR01,1.5,AV,Results,Technicianm
376733,2018-04-04,FGS_B,4968 OUTLET,3.12,AV,Results,Technicianm
376730,2018-04-04,FGS_B,CAMPCREEK WATERINTAKE,0.9,AV,Results,Technicianm
376729,2018-04-04,FGS_B,HOMATHKO HOMA1,1.06,AV,Results,Technicianm
376726,2018-04-04,FGS_B,4914 OUTLET,0.67,AV,Results,Technicianm
376731,2018-04-04,FGS_B,4889 OUTLET,1.02,AV,Results,Technicianm
376727,2018-04-04,FGS_B,MELLERSH MELR1,0.97,AV,Results,Technicianm
376728,2018-04-04,FGS_B,4848 OUTLET,1.36,AV,Results,Technicianm
376732,2018-04-04,FGS_B,4809 OUTLET,2.35,AV,Results,Technicianm
376722,2018-04-05,FGS_B,4745 OUTLET,3.09,AV,Results,Technicianm
376725,2018-04-05,FGS_B,9265 OUTLET,5.25,AV,Results,Technicianm
3780869,2018-04-05,FGS_B,8405 OUTLET,2.59,AV,Results,Technicianm
376724,2018-04-05,FGS_B,9245 OUTLET,2.96,AV,Results,Technicianm
376723,2018-04-05,FGS_B,9572 OUTLET,4.42,AV,Results,Technicianm
376721,2018-04-05,FGS_B,4767 OUTLET,1.29,AV,Results,Technicianm
376799,2018-04-06,FGS_B,HYACINTHE HYAC1,2.98,AV,Results,Technicianm
377537,2018-04-10,FGS_R,703 OUTLET,3.75,AV,Results,Technicianm
377538,2018-04-10,FGS_R,708 OUTLET,6.76,AV,Results,Technicianm
377536,2018-04-10,FGS_R,819 OUTLET,9.8,AV,Results,Technicianm
377597,2018-04-11,FGS_R,20643 OUTLET,10.97,AV,Results,Technicianm
377599,2018-04-11,FGS_R,20718 OUTLET,4.23,AV,Results,Technicianm
377607,2018-04-11,FGS_R,20623 OUTLET,10.99,AV,Results,Technicianm
377598,2018-04-11,FGS_R,20642 OUTLET,9.04,AV,Results,Technicianm
377596,2018-04-11,FGS_R,20741 OUTLET,3.64,AV,Results,Technicianm
377601,2018-04-11,FGS_R,20720 OUTLET,4.67,AV,Results,Technicianm
377606,2018-04-11,FGS_R,20612 OUTLET,10.12,AV,Results,Technicianm
377603,2018-04-11,FGS_R,20940 OUTLET,4.84,AV,Results,Technicianm
377602,2018-04-11,FGS_R,20938 OUTLET,9.61,AV,Results,Technicianm
377600,2018-04-11,FGS_R,20754 OUTLET,4.07,AV,Results,Technicianm
377595,2018-04-11,FGS_R,20747 OUTLET,3.57,AV,Results,Technicianm
377604,2018-04-11,FGS_R,20615 OUTLET,15.46,AV,Results,Technicianm
377605,2018-04-11,FGS_R,20727 OUTLET,5.31,AV,Results,Technicianm
377586,2018-04-12,FGS_R,26812 OUTLET,9.24,AV,Results,Technicianm
377588,2018-04-12,FGS_R,20952 OUTLET,8.27,AV,Results,Technicianm
377587,2018-04-12,FGS_R,20947 OUTLET,6.52,AV,Results,Technicianm
377589,2018-04-12,FGS_R,20954 OUTLET,9.49,AV,Results,Technicianm
377590,2018-04-14,FGS_Y,KOEYE KR01,4.74,AV,Results,Technicianm
377987,2018-04-16,FGS_R,WANNOCK WR01,1.4,SVC,Results,Technicianm
408159,2018-04-16,FGS_R,WANNOCK WR03,2.99,AV,Results,Technicianm
377986,2018-04-16,FGS_R,20771K OUTLET,1.91,AV,Results,Technicianm
379232,2018-04-23,FGS,626 OUTLET,7.66,AV,Results,Principal Investigator
379233,2018-04-23,FGS,693 OUTLET,4.69,AV,Results,Principal Investigator
379234,2018-04-23,FGS,703 OUTLET,3.97,AV,Results,Principal Investigator
379235,2018-04-23,FGS,708 OUTLET,6.87,AV,Results,Principal Investigator
379236,2018-04-23,FGS,819 OUTLET,10.62,AV,Results,Principal Investigator
379237,2018-04-23,FGS,844 OUTLET,10.28,AV,Results,Principal Investigator
379238,2018-04-23,FGS,1015 OUTLET,9.39,AV,Results,Principal Investigator
420087,2018-04-26,FGS_R,WANNOCK WR01,1.59,AV,Results,Technicianm
379381,2018-04-30,FGS_B,TEAQUAHAN TEAQ2,1.08,AV,Results,Technicianm
379383,2018-04-30,FGS_B,CAMPCREEK WATERINTAKE,1.27,AV,Results,Technicianm
379382,2018-04-30,FGS_B,HOMATHKO HOMA1,2.04,AV,Results,Technicianm
379384,2018-04-30,FGS_B,SOUTHGATE SGTE3,1.85,AV,Results,Technicianm
379385,2018-04-30,FGS_B,HOMATHKO HOMA3,2.06,AV,Results,Technicianm
379675,2018-05-02,FGS_B,HYACINTHE HYAC1,1.69,AV,Results,Technicianm
379674,2018-05-02,FGS_B,4829 OUTLET,0.51,AV,Results,Technicianm
379667,2018-05-02,FGS_B,4914 OUTLET,0.82,AV,Results,Technicianm
379670,2018-05-02,FGS_B,4968 OUTLET,3.82,AV,Results,Technicianm
379673,2018-05-02,FGS_B,4809 OUTLET,2.88,AV,Results,Technicianm
379671,2018-05-02,FGS_B,4805 OUTLET,2.44,AV,Results,Technicianm
379668,2018-05-02,FGS_B,4889 OUTLET,1.49,AV,Results,Technicianm
379669,2018-05-02,FGS_B,MELLERSH MELR1,1.34,AV,Results,Technicianm
379672,2018-05-02,FGS_B,PARADISE PDSE1,1.9,AV,Results,Technicianm
379666,2018-05-02,FGS_B,4848 OUTLET,1.67,AV,Results,Technicianm
380264,2018-05-03,FGS_B,4767 OUTLET,1.6,AV,Results,Technicianm
380270,2018-05-03,FGS_B,8405 OUTLET,2.04,AV,Results,Technicianm
380265,2018-05-03,FGS_B,5005 OUTLET,3.7,AV,Results,Technicianm
380267,2018-05-03,FGS_B,9257 OUTLET,1.84,AV,Results,Technicianm
380271,2018-05-03,FGS_B,9572 OUTLET,3.9,AV,Results,Technicianm
380269,2018-05-03,FGS_B,9265 OUTLET,5.27,AV,Results,Technicianm
380266,2018-05-03,FGS_B,4745 OUTLET,4.33,AV,Results,Technicianm
380268,2018-05-03,FGS_B,8395 OUTLET,1.04,AV,Results,Technicianm
387761,2018-05-15,FGS_R,703 OUTLET,2.87,AV,Results,Technicianm
387763,2018-05-15,FGS_R,819 OUTLET,9.98,AV,Results,Technicianm
387762,2018-05-15,FGS_R,708 OUTLET,6.69,AV,Results,Technicianm
387764,2018-05-15,FGS_Y,KOEYE KR01,4.94,AV,Results,Technicianm
388062,2018-05-16,FGS_R,20938 OUTLET,7.79,AV,Results,Technicianm
388038,2018-05-16,FGS_R,20720 OUTLET,2.09,AV,Results,Technicianm
388033,2018-05-16,FGS_R,26812 OUTLET,7.11,AV,Results,Technicianm
388030,2018-05-16,FGS_R,20954 OUTLET,8.03,AV,Results,Technicianm
388032,2018-05-16,FGS_R,20947 OUTLET,5,AV,Results,Technicianm
388034,2018-05-16,FGS_R,20940 OUTLET,2,AV,Results,Technicianm
388037,2018-05-16,FGS_R,20726 OUTLET,6.81,AV,Results,Technicianm
388031,2018-05-16,FGS_R,20952 OUTLET,6.58,AV,Results,Technicianm
388039,2018-05-16,FGS_R,20718 OUTLET,2.02,AV,Results,Technicianm
388035,2018-05-16,FGS_R,20727 OUTLET,1.86,AV,Results,Technicianm
388027,2018-05-17,FGS_R,20747 OUTLET,1.39,AV,Results,Technicianm
388023,2018-05-17,FGS_R,20623 OUTLET,9.76,AV,Results,Technicianm
388028,2018-05-17,FGS_R,20722 OUTLET,2.77,AV,Results,Technicianm
388021,2018-05-17,FGS_R,20612 OUTLET,17.18,AV,Results,Technicianm
388026,2018-05-17,FGS_R,20771C OUTLET,0.73,AV,Results,Technicianm
388022,2018-05-17,FGS_R,20613 OUTLET,7.41,AV,Results,Technicianm
388025,2018-05-17,FGS_R,20771K OUTLET,0.67,AV,Results,Technicianm
388024,2018-05-17,FGS_R,20643 OUTLET,8.73,AV,Results,Technicianm
388029,2018-05-18,FGS_R,20741 OUTLET,1.45,AV,Results,Technicianm
405305,2018-05-28,FGS,626 OUTLET,11.55,AV,Results,Principal Investigator
405306,2018-05-28,FGS,693 OUTLET,5.26,AV,Results,Principal Investigator
405307,2018-05-28,FGS,703 OUTLET,8.15,AV,Results,Principal Investigator
405308,2018-05-28,FGS,708 OUTLET,11.34,AV,Results,Principal Investigator
405309,2018-05-28,FGS,819 OUTLET,15.31,AV,Results,Principal Investigator
405310,2018-05-28,FGS,844 OUTLET,14.15,AV,Results,Principal Investigator
405311,2018-05-28,FGS,1015 OUTLET,9.84,AV,Results,Principal Investigator
406224,2018-05-29,FGS_R,WANNOCK WR01,1.61,AV,Results,Technicianm
415229,2018-05-31,FGS_B,HYACINTHE HYAC1,2.29,AV,Results,Technicianm
415230,2018-05-31,FGS_B,8407 OUTLET,0.75,AV,Results,Technicianm
406237,2018-06-02,FGS_B,SOUTHGATE SGTE3,0.43,AV,Results,Technicianm
406236,2018-06-02,FGS_B,CAMPCREEK WATERINTAKE,0.89,AV,Results,Technicianm
406235,2018-06-02,FGS_B,HOMATHKO HOMA1,0.74,AV,Results,Technicianm
406238,2018-06-02,FGS_B,TEAQUAHAN TEAQ2,1.03,AV,Results,Technicianm
406234,2018-06-02,FGS_B,HOMATHKO HOMA3,0.58,AV,Results,Technicianm
416039,2018-06-08,FGS_F,POISON OUTLET,1.37,AV,Results,Technicianm
416040,2018-06-09,FGS_F,MCALPIN OUTLET,1.55,AV,Results,Technicianm
407718,2018-06-09,FGS_R,20741 OUTLET,3.48,AV,Results,Technicianm
407716,2018-06-09,FGS_R,20727 OUTLET,6.79,AV,Results,Technicianm
407719,2018-06-09,FGS_R,20747 OUTLET,3.49,AV,Results,Technicianm
407714,2018-06-09,FGS_R,20940 OUTLET,5.37,AV,Results,Technicianm
407711,2018-06-09,FGS_R,20954 OUTLET,10.1,AV,Results,Technicianm
407713,2018-06-09,FGS_R,26812 OUTLET,9.97,AV,Results,Technicianm
407715,2018-06-09,FGS_R,20938 OUTLET,13.53,AV,Results,Technicianm
407717,2018-06-09,FGS_R,20726 OUTLET,11.18,AV,Results,Technicianm
407712,2018-06-09,FGS_R,20947 OUTLET,10.12,AV,Results,Technicianm
407710,2018-06-09,FGS_R,20952 OUTLET,13.47,AV,Results,Technicianm
407709,2018-06-10,FGS_R,20722 OUTLET,3.19,AV,Results,Technicianm
407707,2018-06-10,FGS_R,20718 OUTLET,5.07,AV,Results,Technicianm
407705,2018-06-10,FGS_R,20771C OUTLET,1.59,AV,Results,Technicianm
407708,2018-06-10,FGS_R,20720 OUTLET,6.5,AV,Results,Technicianm
407706,2018-06-10,FGS_R,WANNOCK WR02,1.45,AV,Results,Technicianm
407704,2018-06-10,FGS_R,20771K OUTLET,1.62,AV,Results,Technicianm
407703,2018-06-10,FGS_R,WANNOCK WR01,1.34,AV,Results,Technicianm
407722,2018-06-11,FGS_R,20612 OUTLET,12.41,AV,Results,Technicianm
407724,2018-06-11,FGS_R,20623 OUTLET,13.47,AV,Results,Technicianm
407721,2018-06-11,FGS_R,20642 OUTLET,13.48,AV,Results,Technicianm
407723,2018-06-11,FGS_R,20613 OUTLET,23.13,AV,Results,Technicianm
407720,2018-06-11,FGS_R,20643 OUTLET,13.91,AV,Results,Technicianm
408285,2018-06-12,FGS_R,819 OUTLET,15.01,AV,Results,Technicianm
408284,2018-06-12,FGS_R,708 OUTLET,7.54,AV,Results,Technicianm
408286,2018-06-12,FGS_R,703 OUTLET,6.26,AV,Results,Technicianm
408154,2018-06-13,FGS_Y,KOEYE KR01,4.06,AV,Results,Technicianm
410780,2018-06-17,FGS,626 OUTLET,11.83,AV,Results,Principal Investigator
410781,2018-06-17,FGS,693 OUTLET,7.86,AV,Results,Principal Investigator
