event_pk,date,survey,site_id,nh4_,tp,tdp,tn,tdn,no2_no3_um,po4,sio2,nh4__flag,tp_flag,tdp_flag,tn_flag,tdn_flag,no2_no3_flag,po4_flag,sio2_flag,row_flag,quality_level
50365,2016-02-26,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.129846791174158,0.0207790301086816,0.383693765812168,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
50365,2016-02-26,FGS,693 OUTLET,3,9,7,112,100,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
50366,2016-02-26,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.0835280962818423,0.0405702316412571,0.590031223636145,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
50366,2016-02-26,FGS,626 OUTLET,NA,9,11,171,163,NA,NA,NA,BDL,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
50361,2016-02-26,FGS,819 OUTLET,15,19,18,159,153,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
50361,2016-02-26,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.104009467912524,0.292816766687261,1.03331781571608,NA,NA,NA,NA,NA,AV,SVC,AV,Results,Principal Investigator
50361,2016-02-26,FGS,819 OUTLET,6,21,24,180,189,NA,NA,NA,AV,AV,SVC,AV,AV,NA,NA,NA,Results,Principal Investigator
50361,2016-02-26,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.067381684104518,0.451624485982142,1.08916668392669,NA,NA,NA,NA,NA,AV,SVC,AV,Results,Principal Investigator
65047,2016-03-18,FGS,626 OUTLET,15,9,7,143,123,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
65047,2016-03-18,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.142074419256405,0.0379086928570237,0.532871574928186,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
65048,2016-03-18,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.0198158701420057,0.0159878028572368,0.365996079854671,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
65048,2016-03-18,FGS,693 OUTLET,NA,12,5,102,95,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
65049,2016-03-18,FGS,703 OUTLET,4,7,6,77,73,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
65049,2016-03-18,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.164898910371986,0.0387710288493357,0.768304285103753,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
65050,2016-03-18,FGS,708 OUTLET,NA,8,7,148,122,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
65050,2016-03-18,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.235781821213659,0.0199861229952485,0.517700558981724,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
65051,2016-03-18,FGS,819 OUTLET,NA,10,14,140,140,NA,NA,NA,BDL,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
65051,2016-03-18,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.0327487528778711,0.0489157232471646,0.815418881772089,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
65052,2016-03-18,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.00956435024394691,0.047711684493127,0.699502793414441,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
65052,2016-03-18,FGS,844 OUTLET,5,10,7,127,122,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
65053,2016-03-18,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.00933188546271991,0.0508913813542738,0.892413207747276,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
65053,2016-03-18,FGS,1015 OUTLET,48,9,9,170,180,NA,NA,NA,SVC,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
65049,2016-03-18,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.119927265005795,0.030970001960581,0.810583871996246,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
65049,2016-03-18,FGS,703 OUTLET,3,11,5,69,67,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
65049,2016-03-18,FGS,703 OUTLET,14,7,6,68,77,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
65049,2016-03-18,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.144755433315871,0.0249706762107761,0.804864230221896,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
68556,2016-04-07,FGS,626 OUTLET,7,12,20,195,171,NA,NA,NA,AV,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
68556,2016-04-07,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.0564881831675917,0.0339694259879866,0.527771075922845,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
68557,2016-04-07,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.124326620952437,0.149827492593968,0.412751438759348,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
68557,2016-04-07,FGS,693 OUTLET,6,15,13,121,103,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
68558,2016-04-07,FGS,703 OUTLET,5,10,8,108,84,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
68558,2016-04-07,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.0799787352538707,0.0496962840918534,0.578645035989123,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
68559,2016-04-07,FGS,708 OUTLET,7,11,8,164,127,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
68559,2016-04-07,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.0598055703261153,0.0248452429568606,0.553392896553462,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
68560,2016-04-07,FGS,819 OUTLET,31,10,9,185,163,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
68560,2016-04-07,FGS,819 OUTLET,NA,NA,NA,NA,NA,0,0.0536674587155372,0.816250727663154,NA,NA,NA,NA,NA,BDL,AV,AV,Results,Principal Investigator
68561,2016-04-07,FGS,844 OUTLET,8,10,9,165,156,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
68561,2016-04-07,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.0245315159967612,0.0635935488279565,0.874684290068411,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
68562,2016-04-07,FGS,1015 OUTLET,8,12,8,166,151,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
68562,2016-04-07,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.00756684684832442,0.0566416638768991,0.985861698292182,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
68561,2016-04-07,FGS,844 OUTLET,8,11,10,177,158,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
68561,2016-04-07,FGS,844 OUTLET,NA,NA,NA,NA,NA,0,0.0576335153916464,0.871672627607318,NA,NA,NA,NA,NA,BDL,AV,AV,Results,Principal Investigator
68561,2016-04-07,FGS,844 OUTLET,8,11,11,168,165,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
68561,2016-04-07,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.0568448144601917,0.0526753188163733,0.892993147091825,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83377,2016-04-27,FGS,626 OUTLET,6,14,9,292,251,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
83377,2016-04-27,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.0963500036056754,0.0538776188744434,0.691803794901645,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83378,2016-04-27,FGS,693 OUTLET,NA,10,8,156,121,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
83378,2016-04-27,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.0490536401555101,0.0343401050875896,0.488131501640418,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83379,2016-04-27,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.0609113485230256,0.0417238316274114,1.06823118992101,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83379,2016-04-27,FGS,703 OUTLET,NA,5,9,171,138,NA,NA,NA,BDL,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
83380,2016-04-27,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.104308385337189,0.0329229590905017,0.562642017406037,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83380,2016-04-27,FGS,708 OUTLET,NA,10,7,160,142,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
83381,2016-04-27,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.0734534680022598,0.074,1.18412584730562,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83381,2016-04-27,FGS,819 OUTLET,3,9,9,226,222,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
83382,2016-04-27,FGS,844 OUTLET,5,11,10,246,200,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
83382,2016-04-27,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.0218350094283571,0.0549016454590128,1.02111044529236,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83383,2016-04-27,FGS,1015 OUTLET,4,9,8,172,159,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
83383,2016-04-27,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.0265350303775976,0.0367543347615406,1.0299324446908,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83381,2016-04-27,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.0516456119424995,0.0778285519498809,1.12009688768507,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
83381,2016-04-27,FGS,819 OUTLET,5,8,11,230,211,NA,NA,NA,AV,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
83381,2016-04-27,FGS,819 OUTLET,8,9,10,228,224,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
83381,2016-04-27,FGS,819 OUTLET,NA,NA,NA,NA,NA,0,0.0854317532561692,1.26343305404456,NA,NA,NA,NA,NA,BDL,AV,AV,Results,Principal Investigator
120615,2016-05-18,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.021,0.03,2.68276557300553,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120615,2016-05-18,FGS,626 OUTLET,9,18,13,296,277,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
120616,2016-05-18,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.189448341839646,0.0228524551798523,0.462027317965121,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120616,2016-05-18,FGS,693 OUTLET,8,8,7,172,155,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
120617,2016-05-18,FGS,703 OUTLET,NA,NA,NA,NA,NA,3.86619531940212,0.0447098811579565,2.52505967544564,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120617,2016-05-18,FGS,703 OUTLET,NA,10,8,147,177,NA,NA,NA,BDL,AV,AV,AV,SVD,NA,NA,NA,Results,Principal Investigator
120618,2016-05-18,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.0530427038459349,0.0337775260137865,0.630648998371482,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120618,2016-05-18,FGS,708 OUTLET,8,11,8,198,163,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
120619,2016-05-18,FGS,819 OUTLET,6,11,8,202,191,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
120619,2016-05-18,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.195640269649312,0.0725106257865664,1.73287726527128,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120620,2016-05-18,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.215729219429417,0.0486951029173485,1.69081376695232,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120620,2016-05-18,FGS,844 OUTLET,6,10,16,194,187,NA,NA,NA,AV,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
120621,2016-05-18,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.0470762685176219,0.11129949655064,1.11480812254477,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120621,2016-05-18,FGS,1015 OUTLET,7,13,11,211,204,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
120615,2016-05-18,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.0638257648528618,0.0794816658796823,3.26022848483224,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120615,2016-05-18,FGS,626 OUTLET,6,19,10,269,246,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
120615,2016-05-18,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.159237557990608,0.177805769328364,3.03085954061807,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
120615,2016-05-18,FGS,626 OUTLET,12,20,11,323,314,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
133769,2016-06-08,FGS,626 OUTLET,11,15,10,390,330,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
133769,2016-06-08,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.334432300825081,0.0566124014947938,1.65237146968137,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133770,2016-06-08,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.0295392285040794,0.0158881223564957,0.460595917202635,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133770,2016-06-08,FGS,693 OUTLET,7,35,6,157,148,NA,NA,NA,AV,SVC,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
133771,2016-06-08,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.511572719353725,0.0268155348630556,1.54402270201622,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133771,2016-06-08,FGS,703 OUTLET,NA,19,6,113,110,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
133772,2016-06-08,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.0236151126290818,0.0278078049655901,0.592604094816399,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133772,2016-06-08,FGS,708 OUTLET,6,9,7,139,166,NA,NA,NA,AV,AV,AV,AV,SVD,NA,NA,NA,Results,Principal Investigator
133773,2016-06-08,FGS,819 OUTLET,7,27,11,208,199,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
133773,2016-06-08,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.0668749532981714,0.0367495875752704,1.67986745088689,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133774,2016-06-08,FGS,844 OUTLET,7,13,9,197,195,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
133774,2016-06-08,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.0905713671066611,0.189670583705164,1.43100897067669,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133775,2016-06-08,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.0354531807756703,0.0347541456979184,1.1490988505431,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133775,2016-06-08,FGS,1015 OUTLET,8,28,9,158,164,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
133775,2016-06-08,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.0462621879579741,0.0287990811941136,1.09562200187317,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133775,2016-06-08,FGS,1015 OUTLET,7,9,8,177,205,NA,NA,NA,AV,AV,AV,AV,SVD,NA,NA,NA,Results,Principal Investigator
133775,2016-06-08,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.0580638127600681,0.0407172569248782,1.16161903652915,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
133775,2016-06-08,FGS,1015 OUTLET,7,16,7,230,216,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137681,2016-06-29,FGS,626 OUTLET,9,24,12,363,355,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137681,2016-06-29,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.201213330189802,0.0982760309455934,1.87121734117668,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
137682,2016-06-29,FGS,693 OUTLET,3,11,9,275,215,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137682,2016-06-29,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.0226623556034758,0.024821985901251,0.655064915211579,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
137683,2016-06-29,FGS,703 OUTLET,5,9,8,125,134,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137683,2016-06-29,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.790194563461403,0.0218384132129547,1.75882196276319,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
137684,2016-06-29,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.0888012304535295,0.0327565627252293,0.665276769255868,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
137684,2016-06-29,FGS,708 OUTLET,6,9,8,246,155,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137685,2016-06-29,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.0768947062647852,0.0486463816682325,1.84717021239738,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
137685,2016-06-29,FGS,819 OUTLET,7,11,9,313,261,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137686,2016-06-29,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.0984980262522259,0.0546118945639727,1.75088686834089,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
137686,2016-06-29,FGS,844 OUTLET,7,11,9,291,253,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137687,2016-06-29,FGS,1015 OUTLET,NA,11,10,266,206,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137687,2016-06-29,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.0285841280911948,0.0506335824853077,1.31720710712267,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
137685,2016-06-29,FGS,819 OUTLET,6,8,9,347,272,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137685,2016-06-29,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.0413905661320825,0.0575851485280829,1.81239846338524,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
137685,2016-06-29,FGS,819 OUTLET,6,9,9,298,265,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
137685,2016-06-29,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.0986169699726908,0.0645267492065046,1.90958322952257,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146403,2016-07-20,FGS,626 OUTLET,NA,17,12,262,295,NA,NA,NA,BDL,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
146403,2016-07-20,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.2,0.103038034429649,2.924,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146404,2016-07-20,FGS,693 OUTLET,9,9,7,185,200,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
146404,2016-07-20,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.130857334753645,0.0399888772937251,0.910711020603434,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146405,2016-07-20,FGS,703 OUTLET,NA,NA,NA,NA,NA,2.24164699470754,0.0359908569186992,1.9230084507505,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146405,2016-07-20,FGS,703 OUTLET,4,8,7,127,155,NA,NA,NA,AV,AV,AV,AV,SVD,NA,NA,NA,Results,Principal Investigator
146406,2016-07-20,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.133845933693412,0.0439861749692625,0.769073346600974,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146406,2016-07-20,FGS,708 OUTLET,5,7,7,173,178,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
146407,2016-07-20,FGS,819 OUTLET,NA,NA,NA,NA,NA,0.289,0.107170863579513,2.355,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146407,2016-07-20,FGS,819 OUTLET,9,10,10,214,215,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
146408,2016-07-20,FGS,844 OUTLET,NA,NA,NA,NA,NA,0.487369818640253,0.0769693142586379,2.10649633025705,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146408,2016-07-20,FGS,844 OUTLET,9,11,9,225,226,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
146409,2016-07-20,FGS,1015 OUTLET,9,9,7,185,163,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
146409,2016-07-20,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.0929043644330613,0.0439893551918945,1.29489474199993,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146403,2016-07-20,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.187,0.11402939107555,2.98,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
146403,2016-07-20,FGS,626 OUTLET,12,16,10,143,274,NA,NA,NA,AV,AV,AV,AV,SVD,NA,NA,NA,Results,Principal Investigator
146403,2016-07-20,FGS,626 OUTLET,12,14,9,291,308,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
146403,2016-07-20,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.223,0.0880472109144923,2.763,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155400,2016-08-10,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.149683888361023,0.138791450439863,8.813849386893,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155400,2016-08-10,FGS,626 OUTLET,24,21,10,234,292,NA,NA,NA,AV,AV,AV,AV,SVD,NA,NA,NA,Results,Principal Investigator
155401,2016-08-10,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.483235054477423,0.0459185636569472,0.920212094128644,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155401,2016-08-10,FGS,693 OUTLET,13,9,8,211,199,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
155402,2016-08-10,FGS,703 OUTLET,5,11,9,168,174,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
155402,2016-08-10,FGS,703 OUTLET,NA,NA,NA,NA,NA,4.66704543609364,0.0978331188095957,5.56699704423363,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155403,2016-08-10,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.424465864788663,0.0818382338004525,1.00333119029186,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155403,2016-08-10,FGS,708 OUTLET,10,17,6,231,243,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
155404,2016-08-10,FGS,819 OUTLET,8,12,9,232,240,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
155404,2016-08-10,FGS,819 OUTLET,NA,NA,NA,NA,NA,1.33058383725365,0.0987846671081596,3.22761612612726,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155405,2016-08-10,FGS,844 OUTLET,6,10,10,209,234,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
155405,2016-08-10,FGS,844 OUTLET,NA,NA,NA,NA,NA,1.09610260596271,0.102831556460445,7.01144749463279,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155406,2016-08-10,FGS,1015 OUTLET,NA,NA,NA,NA,NA,0.104117101535159,0.0658787030778338,1.78094069675884,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155406,2016-08-10,FGS,1015 OUTLET,7,17,8,197,180,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
155402,2016-08-10,FGS,703 OUTLET,8,11,7,201,172,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
155402,2016-08-10,FGS,703 OUTLET,NA,NA,NA,NA,NA,4.68825320741847,0.0589074956745025,6.29542618059935,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155402,2016-08-10,FGS,703 OUTLET,NA,NA,NA,NA,NA,4.72261920162954,0.0679025672852281,5.98669430195293,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
155402,2016-08-10,FGS,703 OUTLET,7,12,7,179,190,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
167161,2016-09-02,FGS,626 OUTLET,11,15,9,383,354,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
167161,2016-09-02,FGS,626 OUTLET,NA,NA,NA,NA,NA,0.1635771913654,0.0540206283171292,1.31127997030284,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
167162,2016-09-02,FGS,693 OUTLET,7,11,9,240,229,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
167162,2016-09-02,FGS,693 OUTLET,NA,NA,NA,NA,NA,0.107520762918645,0.034017055981784,0.990536645604337,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
167163,2016-09-02,FGS,703 OUTLET,NA,NA,NA,NA,NA,0.149780603800428,0.0550368055334797,1.37612630415579,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
167163,2016-09-02,FGS,703 OUTLET,8,11,21,227,192,NA,NA,NA,AV,AV,SVD,AV,AV,NA,NA,NA,Results,Principal Investigator
167164,2016-09-02,FGS,708 OUTLET,NA,NA,NA,NA,NA,0.0802383130713311,0.0440178609954025,0.75262496847948,NA,NA,NA,NA,NA,AV,AV,AV,Results,Principal Investigator
167164,2016-09-02,FGS,708 OUTLET,12,10,6,235,253,NA,NA,NA,AV,AV,AV,AV,AV,NA,NA,NA,Results,Principal Investigator
